PIVlab, ASCII chart output - 05-Dec-2023
FRAME: 13034, filenames: A: 013033_013033.png & B: 013034_013033.png, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px]	y [px]	u [px/frame]	v [px/frame]	Vector type [-]
17	329	0.8276199698	-1.208665609	1
17	337	0.7685406804	-1.189739585	1
17	345	0.7800371051	-1.108868718	1
17	353	0.8802651763	-0.7857048512	1
17	361	0.8727729917	-1.261823773	1
17	369	0.9016795158	-1.070914149	1
17	377	0.9487353563	-0.4933445454	1
17	385	0.8483412266	-1.846662045	1
17	393	-0.07501411438	1.056835175	1
17	401	-1.663813829	1.406995773	1
17	409	-1.934508324	-1.111287951	1
17	417	-0.756596446	-1.336954594	1
17	425	0.2829780579	1.027654171	1
17	433	0.2423231602	0.5016900301	1
17	441	-0.3892731667	0.8460799456	1
17	449	-1.727437735	0.9609757662	1
17	457	-2.215001822	0.01587349176	1
17	465	-1.273642182	-2.010086775	1
17	473	0.7486982942	0.4759358168	1
17	481	1.261026382	0.2006232738	1
17	489	0.8655224442	0.3889739513	1
17	497	0.3757741451	1.466338754	1
17	505	-1.357508659	1.364555836	1
17	513	-0.1659722328	1.492641091	1
17	521	0.08233040571	0.876757741	2
17	529	1.415407062	1.881886005	1
17	537	1.566520333	1.874106407	1
17	545	1.252716064	1.832166314	1
17	553	0.7677765489	0.6026525497	1
17	561	0.4831414819	0.5498793721	1
17	569	0.4008277059	1.213183045	1
17	577	0.006556868553	0.882362783	1
17	585	-0.04236090183	0.4027811289	1
17	593	-0.0442738533	0.1232693791	1
17	601	0.2208112478	1.000641584	1
17	609	1.551294088	2.069776773	1
17	617	1.660355806	3.28682375	1
17	625	1.56581378	3.479748726	1
17	633	1.348788023	2.595670223	1
17	641	1.402117968	3.265335083	1
17	649	2.7688241	1.313839078	1
17	657	1.118901491	0.9465954304	1
17	665	1.091946602	1.13790679	1
17	673	1.043105483	1.133247018	1
17	681	0.5975849628	2.236961603	1
17	689	0.6478977203	2.559508085	1
17	697	0.9037495852	2.143547058	1
17	705	0.7778840661	2.732908964	1
17	713	0.7762314081	2.333801746	1
17	721	0.7234544754	1.338851929	1
17	729	1.276280761	6.250992775	1
17	737	1.326808214	6.796822071	1
17	745	3.027222395	5.209515095	1
17	753	0.8710754514	5.449885845	1
17	761	1.175961256	4.926801682	1
17	769	0.5202912092	5.389997482	1
17	777	1.379255295	3.369896889	1
17	785	1.140768647	2.622520924	1
17	793	1.165673375	2.659935951	1
17	801	1.494155645	3.496927023	1
17	809	0.7215059996	4.195079327	1
17	817	0.9703636169	4.954922199	1
17	825	0.750800252	4.868870735	1
17	833	0.5149435401	4.479755402	2
17	841	1.242635012	4.188858509	1
17	849	1.548258066	5.281371593	1
17	857	1.149877787	5.609409332	1
17	865	0.8565033674	5.498433113	1
17	873	-0.5915108323	6.979094982	1
17	881	0.3948710859	6.122097492	1
17	889	1.058278322	4.953138351	1
17	897	2.112361431	4.904070377	1
17	905	1.441858292	5.364321232	1
17	913	1.76547718	8.992269516	1
17	921	1.736613512	10.62950039	1
17	929	2.298415184	10.67511559	1
17	937	2.803670883	10.85233498	1
17	945	2.69991374	10.66716957	1
17	953	2.323523998	11.07870388	1
17	961	-1.123737812	9.834962845	1
17	969	-1.059335709	9.352201462	1
17	977	1.0448246	9.48064518	1
17	985	2.468916416	9.695023537	1
17	993	1.80398035	10.15782928	1
17	1001	3.237615108	10.84114456	1
17	1009	3.413986683	8.330134392	1
17	1017	4.780238152	6.117812157	1
17	1025	3.500298977	7.134078026	1
17	1033	3.571699142	7.394271851	1
17	1041	3.713735104	8.378304482	1
17	1049	3.812689304	8.983725548	1
17	1057	0.7091488838	8.263343811	1
17	1065	0.7379231453	8.460512161	1
17	1073	4.043370724	8.754368782	2
17	1081	3.836186171	7.176665306	1
17	1089	-0.2482066154	7.481578827	1
17	1097	-0.07268762589	6.582483768	1
17	1105	7.413876534	5.754730225	1
17	1113	7.071627617	4.736843586	1
17	1121	1.113489866	1.570251942	1
17	1129	-0.01264584064	-0.8617961407	1
17	1137	0.941160202	-0.6501653194	1
17	1145	1.890980005	-1.27078867	1
17	1153	3.188454151	0.6095845699	1
17	1161	4.166091442	1.298534155	1
17	1169	3.797667027	1.137515783	1
17	1177	4.135781765	0.7510933876	1
17	1185	1.235514164	4.592737675	1
17	1193	-0.5859725475	3.760416508	2
17	1201	-0.185938105	3.819201231	2
17	1209	2.736136198	5.258440971	1
17	1217	1.997757912	2.437635183	2
17	1225	2.65839982	0.8406302929	2
17	1233	-0.1736810207	0.7302643061	1
17	1241	-1.31850791	-0.8828895092	1
17	1249	2.074328661	-2.785269022	1
17	1257	2.953323364	-1.90205729	1
17	1265	-0.1494102478	-0.7466995716	2
17	1273	-2.31597662	0.3854902685	2
17	1281	-4.278124809	1.157044411	1
17	1289	-2.523469925	-0.02943015099	1
17	1297	5.110798836	2.841481209	1
17	1305	0.8161436319	4.625846386	2
17	1313	0.1592555046	5.601070404	1
17	1321	-0.3648188114	1.413265586	1
17	1329	0.1123369038	0.2402419448	1
17	1337	0.4068242311	-0.3653556705	1
17	1345	0.2695524096	-0.3706568182	1
17	1353	0.4128282666	-0.1503458917	1
17	1361	0.05410123616	0.281280309	1
17	1369	-0.05041828007	0.3481627107	1
17	1377	-0.3389394283	-0.1069338322	1
17	1385	-0.9008681774	0.1372213662	1
17	1393	-1.08515656	0.1553764045	1
17	1401	-0.4044546187	-0.03242078424	1
17	1409	-0.08095578849	0.2903719544	1
17	1417	0.04281298071	0.2274162173	1
17	1425	0.1222440451	0.1622053087	1
17	1433	0.07626938075	0.3845491409	1
17	1441	0.06716573983	-0.1746694446	1
17	1449	0.04510358721	-0.08262132853	1
17	1457	0.06384523213	0.0572797507	1
17	1465	0.06761530787	0.2358405888	1
17	1473	-0.01883317344	0.3026697338	2
17	1481	0.0931404233	0.488094151	1
17	1489	0.06488214433	0.03344799578	1
17	1497	0.006459705532	-0.1018740982	1
17	1505	-0.01257570833	-3.165458918	1
17	1513	0.02387154847	0.03442932665	1
17	1521	0.01915951818	0.1229474843	1
17	1529	0.02672644705	1.315185547	1
17	1537	0.04816731811	0.1877004802	1
17	1545	0.0593470484	0.09313623607	1
17	1553	0.05329261348	0.2209033668	1
17	1561	0.04690494388	1.280856729	1
17	1569	0.1164486334	2.264154911	1
17	1577	0.09697944671	2.228926659	1
17	1585	-0.01111120451	1.146485806	2
17	1593	-0.03847785294	-0.2451227158	1
17	1601	-0.001125190407	-0.2322489023	1
17	1609	0.05750919878	-0.1635330021	1
17	1617	0.08431454003	-0.01723530143	1
17	1625	0.05101916939	-0.005015298724	1
17	1633	0.004087923095	-0.07528945804	1
17	1641	-0.03210610896	0.0355168879	1
17	1649	-0.04578484967	0.02036364377	1
17	1657	-0.01367081329	-0.1710137129	1
17	1665	0.01103718579	0.008729284629	1
17	1673	0.01497052237	-0.05949188024	1
17	1681	0.01987957209	-0.03673902154	1
17	1689	0.03484353051	-0.01486236602	1
17	1697	0.04575189203	-0.04081137851	1
17	1705	0.04271474481	-0.03306981921	1
17	1713	0.03863404691	-0.03450221568	1
17	1721	0.03538551927	-0.01525884494	1
17	1729	0.03740881383	0.002017140388	1
17	1737	0.04291139543	-0.002148087136	1
17	1745	0.03899315745	-0.01438771188	1
17	1753	-0.1936117113	-0.01247803122	1
17	1761	-0.1869368851	-0.007928524166	1
17	1769	-0.4845817983	-1.276694298	2
17	1777	-1.295510411	-3.536864758	1
17	1785	0.01128221676	-3.562869072	1
17	1793	0.01284891553	-3.5889678	1
17	1801	0.01865836419	-3.611821413	1
17	1809	0.02548663691	-3.615083456	1
17	1817	-0.003908082377	-1.55255115	2
17	1825	-0.0002360609942	-0.7689210176	2
17	1833	0.0002554697276	-0.4321619272	2
17	1841	-0.002223450458	-0.291598022	2
17	1849	-0.005140982568	-0.2821110785	2
17	1857	-0.01102592703	-0.4042080641	2
17	1865	-0.0302244816	-0.7205809355	2
17	1873	-0.08786655962	-1.475417018	2
17	1881	0.02356724441	-3.46471858	1
17	1889	0.03140369803	-3.461910486	1
17	1897	0.01851870492	-3.483213425	1
17	1905	0.008002068847	-1.775039196	2
17	1913	0.008884521201	-0.8227431178	2
17	1921	0.01482276712	0.02017733455	1
17	1929	-0.347085923	-0.3100696802	1
17	1937	-0.8476667404	-0.8864904642	1
17	1945	-0.8529105186	-0.7567312121	1
17	1953	-0.2096673846	-0.2288708687	1
17	1961	-1.663711548	-0.7426353097	2
17	1969	-3.425583363	-1.457114816	1
17	1977	-3.532238245	-1.522412539	1
17	1985	-3.508318663	-1.506297827	1
17	1993	-3.473643541	-1.481360078	1
17	2001	-3.4776721	-1.478605509	1
17	2009	-3.487081528	-1.479881406	1
17	2017	-3.486419678	-1.472545385	1
17	2025	-3.481743574	-1.451617122	1
17	2033	-3.480046272	-1.412449598	1
17	2041	-3.488320589	-1.350395679	1
17	2049	-3.513559341	-1.260808229	1
25	9	-2.625459909	-0.7969314456	2
25	17	-2.841956377	-0.8694019318	1
25	25	-2.77607584	-0.9850352407	1
25	33	0.2844356298	0.03344941139	1
25	41	0.3190883398	0.06410157681	1
25	49	0.3689045906	0.06095033884	1
25	57	0.4931574464	-0.1093833894	1
25	65	0.5853389502	-0.3913520575	1
25	73	0.5246391296	-0.04088908434	1
25	81	0.428361237	-3.551264524	1
25	89	0.4114117622	-3.357907057	1
25	97	0.4333871603	-3.252280712	1
25	105	0.4514855146	-3.161001682	1
25	113	0.7907096148	-1.116497278	1
25	121	0.7993815541	-1.324335933	1
25	129	0.6805488467	-0.4345185757	1
25	137	0.7262395024	-0.4931122661	1
25	145	0.8332421184	-0.7302947044	1
25	153	0.8294513822	-0.8802009821	1
25	161	0.8738259077	-1.047040701	1
25	169	0.8765933514	-1.18764329	1
25	177	0.8853399158	-1.27218461	1
25	185	0.9231755137	-1.384040952	1
25	193	0.9821028709	-1.507235765	1
25	201	1.00766027	-1.513221383	1
25	209	0.9894396067	-1.327670455	1
25	217	0.994882822	-0.9894250035	1
25	225	0.9790468216	-1.047583699	1
25	233	0.9575669169	-1.469495773	1
25	241	0.97366786	-1.462933779	1
25	249	1.000875473	-1.735205054	1
25	257	0.9973236918	-1.779706836	1
25	265	0.9796875715	-1.77960062	1
25	273	0.9456266165	-1.670344591	1
25	281	0.8662461042	-1.656786203	1
25	289	0.7689574361	-1.522259712	1
25	297	0.7548296452	-1.584299326	1
25	305	0.8452497721	-1.448002934	1
25	313	0.958991468	-0.9534983635	1
25	321	0.9681240916	-1.113991261	1
25	329	0.9874420166	-0.8481462002	1
25	337	0.9478340149	-0.7872774601	1
25	345	0.9321901202	-0.6664561629	1
25	353	1.506929636	-0.4974995255	2
25	361	0.8491139412	-0.5087305903	1
25	369	0.6684920192	-0.1301639378	1
25	377	0.5936646461	0.3842086494	1
25	385	0.4043012857	-0.1174632907	1
25	393	-0.1044661403	0.07935529947	1
25	401	-0.7247629762	0.7537203431	1
25	409	-2.229007006	1.053620934	1
25	417	-2.181311131	0.9362729788	1
25	425	-0.2032246888	0.9213163257	1
25	433	-0.7944046855	1.21575284	1
25	441	-1.357102633	0.7389754057	1
25	449	-1.876101017	0.786819756	1
25	457	-1.818768501	0.9540393949	1
25	465	-0.07451236248	0.461498946	1
25	473	-2.013599634	0.3250750005	1
25	481	-1.363010406	-0.1653898954	1
25	489	0.5462737679	0.5002866983	1
25	497	-0.14440763	1.157771587	1
25	505	-0.668159306	1.514054775	1
25	513	-1.331765652	1.884214044	1
25	521	-1.92679584	1.756394267	1
25	529	-0.9472136497	1.63110292	1
25	537	0.8863112926	1.936272979	1
25	545	1.585363746	2.114913464	1
25	553	1.435680985	2.07374382	1
25	561	0.5282937288	1.535033941	1
25	569	0.584842205	1.197153926	1
25	577	0.5577423573	0.9802891016	1
25	585	0.4384534955	0.4996118546	1
25	593	0.2620558143	0.3086666465	1
25	601	-0.001982539892	0.9788752794	1
25	609	-0.1128988862	2.120179176	1
25	617	-0.02526319027	3.105341434	1
25	625	0.2434673905	3.233900785	1
25	633	0.617500484	2.548915625	1
25	641	0.3379424214	1.96207881	1
25	649	0.3133043051	1.292529583	1
25	657	0.5562999249	1.089514256	1
25	665	0.7483966351	1.499827862	1
25	673	0.7589197159	1.357694149	1
25	681	0.5240482092	2.157753944	2
25	689	0.3673866689	2.727557898	1
25	697	0.3299426436	2.105166912	1
25	705	0.4236157835	2.621931314	1
25	713	0.4685648084	2.399797678	1
25	721	0.4740028381	1.85295248	1
25	729	0.9898393154	6.573365688	1
25	737	1.048207998	6.323432922	1
25	745	1.075342536	4.883021355	1
25	753	0.7518578172	6.204211235	1
25	761	-0.1905441284	5.702316284	1
25	769	-1.051754236	4.810429573	1
25	777	0.1656864882	4.529964447	1
25	785	2.303712845	3.411544323	1
25	793	0.6420795918	3.308647871	1
25	801	0.2435723543	3.721465826	1
25	809	0.0659545064	4.431455135	1
25	817	0.7100760341	4.96453476	1
25	825	0.4047635496	4.929831505	1
25	833	-0.7740127444	4.453451157	1
25	841	0.08254849911	4.207534313	1
25	849	3.283470154	4.79419136	1
25	857	0.3412280083	6.272968769	1
25	865	0.4574135244	6.078699589	1
25	873	0.02840521932	6.74928093	1
25	881	0.1728700697	6.172447681	1
25	889	0.1139813364	4.861827374	1
25	897	0.4687041044	4.739629269	1
25	905	0.5424457788	5.550533772	1
25	913	1.096405745	8.262142181	1
25	921	-0.3130243421	10.35645294	1
25	929	-0.8948910236	10.32551098	1
25	937	-1.100166321	10.39773941	1
25	945	-0.8669741154	10.3041029	1
25	953	-1.05782485	9.845759392	1
25	961	-1.948135495	9.827879906	1
25	969	-2.54133749	9.735060692	1
25	977	-4.262390137	9.490037918	1
25	985	-1.983472824	8.663256645	1
25	993	-2.003103733	9.481713295	1
25	1001	-2.306238651	9.728656769	1
25	1009	-2.480850935	9.06730175	1
25	1017	-2.749206543	8.573076248	1
25	1025	-2.838420391	7.827531815	1
25	1033	-3.0044415	8.628907204	1
25	1041	-3.387739182	9.564139366	1
25	1049	-3.584426641	9.829435349	1
25	1057	-3.737339973	8.439741135	1
25	1065	-6.710851669	8.744174957	1
25	1073	-7.199493885	9.783027649	1
25	1081	-4.180239201	8.931981087	1
25	1089	-4.530216217	7.959911346	1
25	1097	-5.057252884	6.843932152	1
25	1105	-0.6748056412	6.002122402	1
25	1113	-2.945588589	5.530630112	1
25	1121	-4.928070545	2.083092213	1
25	1129	-1.763818622	-0.779692173	1
25	1137	-2.22521615	-0.2459397316	1
25	1145	-2.817658901	-0.6001386642	1
25	1153	-4.886888027	2.15701437	1
25	1161	-5.429153442	2.426469803	1
25	1169	-4.628957748	2.259888411	1
25	1177	-4.071989059	1.937055349	1
25	1185	-4.211278439	5.873330116	1
25	1193	-4.758332253	2.884499073	1
25	1201	-5.641677856	2.167307854	1
25	1209	-1.980946541	3.000149727	1
25	1217	-4.758966446	2.083365679	1
25	1225	-4.194747925	2.635434151	1
25	1233	-6.073281288	3.282659531	1
25	1241	-6.501983643	2.392868757	1
25	1249	-5.192382812	1.271444917	1
25	1257	-3.419160843	0.6405090094	1
25	1265	-4.200697422	0.6125285625	2
25	1273	-4.308700085	1.63060534	2
25	1281	-5.217995167	1.675692439	2
25	1289	-4.087604523	-1.029831171	1
25	1297	-6.669866562	2.0187428	1
25	1305	-6.009744644	2.739989758	1
25	1313	-2.818446636	2.805739641	2
25	1321	-1.615326047	1.626443744	2
25	1329	-0.9215944409	0.761500597	2
25	1337	0.1320880949	0.2227951288	1
25	1345	0.04950388521	0.3749939203	1
25	1353	0.0001134574413	0.387855947	1
25	1361	0.08139470965	0.435921371	1
25	1369	0.06678812206	0.365917623	1
